region,district_ms,Class,Latitude,Longitude,Employed Population,Unemployed Population,Incidence of Poverty,Intensity of Poverty,Illiterate Population,Uninsured Population,Male Population 0-14,Female Population 0-14,Male Population 15-64,Female Population 15-64,Male Population 65+,Female Population 65+,Total Population,latitude,longitude,total_population,poverty_rate,intensity_poverty,uninsured_rate,illiteracy_rate,female_pop_prop,working_age_prop,abr,anc_skilled,decision_autonomy,demand_fp_satisfied,facility_delivery,ipv_12months,modern_cpr,no_insurance_women,no_postnatal_checkup,sba,tfr,unmet_need_fp,wife_beating_justified,women_anemia,women_edu_secondary,women_literacy,pnc_coverage,district,composite_maternal_index,composite_pca,risk_label,data_source_dhs,data_source_census,data_source_geojson
Greater Accra,Ga West Municipal,Municipal,5.669162,-0.333376,110786,92906,10.5,43.3,35609,123514,55150,55457,97011,99245,3382,4054,314299,5.669162,-0.333376,314299,10.5,43.3,39.29824784679557,11.329657428117812,50.511137483733634,62.44245129637702,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ga West Municipal,76.45540532273894,87.9394207795111,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Korle Klottey Municipal,Municipal,5.55901944999999,-0.19823054970895,29874,23696,10.6,43.4,6313,23554,7480,7583,24034,25651,1594,2291,68633,5.55901944999999,-0.19823054970895,68633,10.6,43.4,34.318767939620884,9.198199117042822,51.76081476840587,72.3922894234552,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Korle Klottey Municipal,78.02887153802327,89.68480079183799,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Kpone Katamanso Municipal,Municipal,5.77159775,-0.0733651054089466,151899,121007,10.5,43.1,38226,156281,69740,70182,132130,132218,3852,4706,412828,5.77159775,-0.0733651054089466,412828,10.5,43.1,37.856201614231594,9.259546348600384,50.16762428905016,64.03344734368794,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Kpone Katamanso Municipal,77.29216920759339,88.88564650639417,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Krowor Municipal,Municipal,5.60941925,-0.0769277820845922,54725,50079,12.4,42.4,10206,61701,18895,19313,49619,50062,2221,2902,143012,5.60941925,-0.0769277820845922,143012,12.4,42.4,43.14393197773613,7.136464072944928,50.53911559869102,69.70114395994742,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Krowor Municipal,76.29182565615233,87.6983010145819,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,La Dade-Kotopon Municipal,Municipal,5.58947605,-0.156988356399583,59055,43079,8.9,43.1,7669,51992,19006,19124,46798,49510,2295,3531,140264,5.58947605,-0.156988356399583,140264,8.9,43.1,37.06724462442252,5.467546911538243,51.44940968459476,68.66195174813208,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,La Dade-Kotopon Municipal,78.8022884298657,90.70130769955817,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,La Nkwantanang Madina Municipal,Municipal,5.74468145,-0.172508699400876,83831,74454,11.3,42.7,17028,77868,31134,31338,74729,76189,3177,4190,220757,5.74468145,-0.172508699400876,220757,11.3,42.7,35.27317367059708,7.713458689871669,50.60632278931132,68.36385709173435,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,La Nkwantanang Madina Municipal,78.05034501743624,89.68434446719917,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ledzokuku Municipal,Municipal,5.6050983,-0.114493361214251,84358,72808,11.3,43.3,18575,82055,29909,30229,72722,76060,3468,4916,217304,5.6050983,-0.114493361214251,217304,11.3,43.3,37.7604646025844,8.547932849832494,51.17485182049111,68.46721643411993,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ledzokuku Municipal,77.31226440541175,88.86503785083049,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Ningo-Prampram,Municipal,5.81176965,0.146110955005239,71636,62214,19.4,44,35619,92454,35324,35499,64008,63476,2539,3827,204673,5.81176965,0.146110955005239,204673,19.4,44.0,45.17156635218129,17.402881669785465,50.22743595882212,62.28667191080406,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Ningo-Prampram,71.61430749941334,81.96038402587469,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Okaikoi North Municipal,Municipal,5.6104365,-0.2395459,63259,54414,11.1,42.4,12770,54359,21231,21542,54554,56884,2636,3599,160446,5.6104365,-0.2395459,160446,11.1,42.4,33.87993468207372,7.959064108796729,51.12311930493749,69.45514378669458,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Okaikoi North Municipal,78.32586307400662,89.99496272135849,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Shai-Osudoku,District,5.95875335,0.161872328401567,33556,35351,23.5,44.2,22754,30351,18546,18157,32871,31732,1719,2585,105610,5.95875335,0.161872328401567,105610,23.5,44.2,28.738755799640188,21.54530820944986,49.686582709970644,61.171290597481295,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Shai-Osudoku,73.0618541957611,83.20338550503328,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Tema Metropolitan Area (TMA)-Tema Central & Tema East,Metropolitan,5.6698,-0.01657,69392,55541,11.6,43.8,19800,78852,24565,24996,59728,60769,1794,2642,174494,5.6698,-0.01657,174494,11.6,43.8,45.188946324802,11.34709502905544,50.66477930473254,69.05509645030776,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Tema Metropolitan Area (TMA)-Tema Central & Tema East,74.96002935605787,86.2316921664479,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Tema West Municipal,Municipal,5.65076355,-0.0688760444019398,81595,60403,8.2,42,10773,76946,27080,27146,66160,67893,3606,4339,196224,5.65076355,-0.0688760444019398,196224,8.2,42.0,39.21334801043705,5.490154109589041,50.64518101761253,68.31631196999348,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Tema West Municipal,78.50571102489815,90.42379427452867,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Greater Accra,Weija Gbawe Municipal,Municipal,5.55414475,-0.296466750643799,85093,61436,8.7,42.9,16714,84797,33744,33401,68119,71627,3047,3736,213674,5.55414475,-0.296466750643799,213674,8.7,42.9,39.68522141205762,7.8221964300757225,50.90184112245758,65.40149948051705,39.0,95.7,68.9,46.8,92.3,24.0,19.0,13.4,4.6,94.0,2.9,15.2,5.8,38.8,84.6,79.2,95.4,Weija Gbawe Municipal,77.69078504591417,89.46390153030741,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
North East,Bunkpurugu Nakpanduri,District,10.632198,-0.180118,16889,34450,38.3,45.5,31770,8825,15560,15485,23265,23614,1579,2881,82384,10.632198,-0.180118,82384,38.3,45.5,10.712031462419887,38.563313264711596,50.95649640706933,56.9030394251311,121.0,95.5,42.5,40.7,84.4,25.6,14.8,7.3,16.8,85.2,6.6,19.4,34.4,45.0,33.2,27.2,83.2,Bunkpurugu Nakpanduri,53.14508713994846,53.07527588890688,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
North East,Chereponi,District,10.1792653999999,0.207987165887793,18122,27082,53.8,44.2,49085,32497,21399,20573,20495,22457,940,1312,87176,10.1792653999999,0.207987165887793,87176,53.8,44.2,37.277461686702765,56.3056345783243,50.864916949619165,49.27044140589153,121.0,95.5,42.5,40.7,84.4,25.6,14.8,7.3,16.8,85.2,6.6,19.4,34.4,45.0,33.2,27.2,83.2,Chereponi,39.432064448723544,36.78072374472891,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
North East,East Mamprusi Municipal,Municipal,10.45279035,-0.416678651029704,27208,74804,54.7,47.4,98293,31628,44042,41952,44297,50910,2780,4025,188006,10.45279035,-0.416678651029704,188006,54.7,47.4,16.822867355297173,52.28184206887014,51.53399359594907,50.64040509345447,121.0,95.5,42.5,40.7,84.4,25.6,14.8,7.3,16.8,85.2,6.6,19.4,34.4,45.0,33.2,27.2,83.2,East Mamprusi Municipal,44.56378497807318,42.389445792336176,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
North East,Mamprugu Moagduri,District,10.23964,-1.27428,21572,15425,44.5,42.4,40473,43003,16277,15472,16808,17970,968,1251,68746,10.23964,-1.27428,68746,44.5,42.4,62.55345765571815,58.87324353416926,50.46548162802199,50.589125185465335,121.0,95.5,42.5,40.7,84.4,25.6,14.8,7.3,16.8,85.2,6.6,19.4,34.4,45.0,33.2,27.2,83.2,Mamprugu Moagduri,35.588015638297634,33.163811477820246,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
North East,West Mamprusi Municipal,Municipal,10.29738455,-0.764055036110824,31319,66367,41.5,45.8,82262,26996,39813,38256,43613,48368,2286,3419,175755,10.29738455,-0.764055036110824,175755,41.5,45.8,15.360018207163382,46.80492731358994,51.23211288441296,52.33478421666524,121.0,95.5,42.5,40.7,84.4,25.6,14.8,7.3,16.8,85.2,6.6,19.4,34.4,45.0,33.2,27.2,83.2,West Mamprusi Municipal,49.30980865215978,48.54329691563869,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
North East,Yunyoo Nasuan,District,10.4415225,-0.0276844142154081,10414,18846,56.9,47,32999,18812,14196,13423,12891,13990,940,1439,56879,10.4415225,-0.0276844142154081,56879,56.9,47.0,33.07371789236801,58.01613952425324,50.72522372052954,47.259972924981106,121.0,95.5,42.5,40.7,84.4,25.6,14.8,7.3,16.8,85.2,6.6,19.4,34.4,45.0,33.2,27.2,83.2,Yunyoo Nasuan,39.16428664007278,36.254154663391795,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Gushegu Municipal,Municipal,9.9185016,-0.2164706,36081,41484,51.5,44.3,92056,74095,39252,37148,34170,39410,1939,2046,153965,9.9185016,-0.2164706,153965,51.5,44.3,48.124573766765174,59.790212061182736,51.05316143279317,47.790082161530215,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Gushegu Municipal,18.679658914453615,3.8872146591821375,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Karaga,District,9.9267799,-0.4316607,25654,34057,50.5,46.5,69495,50110,28047,26467,25893,30391,1737,1690,114225,9.9267799,-0.4316607,114225,50.5,46.5,43.8695557014664,60.84044648719632,51.256730137885754,49.274677172247756,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Karaga,19.532989615480993,4.870262060758397,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Kpandai,District,8.4635789,-0.0119853,41265,29199,48.6,42.1,64398,67683,28295,27454,32983,33691,1603,2187,126213,8.4635789,-0.0119853,126213,48.6,42.1,53.626013168215636,51.02327018611395,50.17866622297228,52.826570955448325,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Kpandai,20.44740692102803,6.148298330478136,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Kumbungu,District,9.5591282,-0.9467086,20044,40208,45,46.4,56077,39469,26246,24088,26963,28760,2082,2447,110586,9.5591282,-0.9467086,110586,45.0,46.4,35.690774600763206,50.708950500063295,50.00180854719404,50.388837646718386,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Kumbungu,25.125186553885637,11.505014447208845,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Mion,District,9.45284905,-0.335525511842833,23875,26064,53.4,44.5,57646,40227,23000,21991,22749,24286,1413,1491,94930,9.45284905,-0.335525511842833,94930,53.4,44.5,42.37543453070683,60.72474454861477,50.31918255556727,49.547034657115766,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Mion,19.211996187646527,4.327171403662714,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Nanton,District,9.55848269999999,-0.710728600167338,12168,15048,39.9,45.3,27942,19692,12316,11235,12111,13374,830,901,50767,9.55848269999999,-0.710728600167338,50767,39.9,45.3,38.78897709141766,55.03969113794393,50.24917761538007,50.19993302736029,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Nanton,24.526990577802653,11.125968870107286,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Nanumba North Municipal,Municipal,8.92200959999999,-0.138644700894755,54525,46544,41.5,41.4,100046,82760,44193,43418,45870,49965,2216,3018,188680,8.92200959999999,-0.138644700894755,188680,41.5,41.4,43.8626245495018,53.02416790332839,51.092325630697474,50.79234683061268,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Nanumba North Municipal,23.61273225477054,10.051101761763963,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Nanumba South,District,8.76637935,0.0549741822848612,30173,24524,46.3,42.3,58488,46239,26547,25130,24635,26996,1329,1737,106374,8.76637935,0.0549741822848612,106374,46.3,42.3,43.468328726944556,54.98336059563427,50.635493635662854,48.53723654276421,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Nanumba South,22.090021452382523,8.035757913781696,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Saboba,District,9.70870525,0.196098328672698,23478,30002,46,45.3,43917,20603,21316,20887,24741,26074,1115,1550,95683,9.70870525,0.196098328672698,95683,46.0,45.3,21.53256064295643,45.89843545875443,50.69970632191716,53.10765757762612,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Saboba,29.11279420649832,15.869174547953152,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Sagnarigu Municipal,Municipal,9.48585935,-0.855049753344912,85957,123012,18.7,43.9,94006,62402,66933,65809,98837,100082,4429,5621,341711,9.48585935,-0.855049753344912,341711,18.7,43.9,18.261630442098735,27.510381579755993,50.19212141253867,58.21264167673853,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Sagnarigu Municipal,40.799877811914406,30.750292786667995,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Savelugu Municipal,Municipal,9.6260647,-0.8258943,22576,46349,41.1,45.5,60689,44028,27601,26362,30825,33659,1964,2477,122888,9.6260647,-0.8258943,122888,41.1,45.5,35.82774558947985,49.38561942581863,50.85769155653929,52.473797278823,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Savelugu Municipal,26.331746155478946,13.104851021273719,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,Metropolitan,9.40078,-0.8393,105305,117605,21,44,123455,97886,73044,71370,106568,111108,2272,2962,367324,9.40078,-0.8393,367324,21.0,44.0,26.6484084895079,33.60929315808387,50.48404133680348,59.259944898781455,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,36.93706490523854,26.281611876600213,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Tatale Sanguli,District,9.34906725,0.514632473680653,20678,19204,52.4,43.5,40934,36464,17927,16996,17913,19322,1101,1546,74805,9.34906725,0.514632473680653,74805,52.4,43.5,48.745404718935895,54.72094111356193,50.61693737049663,49.77608448633113,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Tatale Sanguli,19.64927608970005,4.964693421178724,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Tolon,District,9.555956,-1.19792230212529,21538,43727,57.5,46.8,66152,61432,27261,25564,29223,31525,2023,2494,118090,9.555956,-1.19792230212529,118090,57.5,46.8,52.021339656194435,56.018291133880936,50.45558472351597,51.44212041663139,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Tolon,17.456609691218855,2.2075179161953282,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Yendi Municipal,Municipal,9.4739214,0.022769270127783,35078,52937,38.3,45.3,71415,36683,33899,32507,39806,42284,2437,3488,154421,9.4739214,0.022769270127783,154421,38.3,45.3,23.75518873728314,46.24694827776015,50.6919395678049,53.159868152647626,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Yendi Municipal,30.32126457962243,17.69968550807809,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Northern,Zabzugu,District,9.294058,0.367064,19567,23899,42.7,43.3,46203,32326,20403,18977,19446,21673,1030,1317,82846,9.294058,0.367064,82846,42.7,43.3,39.019385365618135,55.76974144798783,50.65664003090071,49.63305410037901,73.0,96.4,49.7,37.9,70.3,36.7,16.6,12.7,27.3,71.6,5.6,18.4,47.0,48.4,37.8,34.1,72.7,Zabzugu,23.648327279600338,9.967204797650487,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Biakoye,District,7.39217985,0.262973639210098,26316,18533,34.2,42.2,22512,28009,13938,13040,20259,20321,1872,2397,71827,7.39217985,0.262973639210098,71827,34.2,42.2,38.995085413563146,31.341974466426276,49.783507594637115,56.496860512063705,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Biakoye,34.17182992521478,21.52679487410952,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Guan,District,7.19092,0.60951,10218,9102,28.1,42.9,4992,7735,4642,4276,8596,7785,1215,1724,28238,7.19092,0.60951,28238,28.1,42.9,27.3921665840357,17.67830582902472,48.81719668531766,58.010482328776824,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Guan,41.53197747495985,30.18793658886711,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Jasikan Municipal,Municipal,7.40707195,0.466071316332564,22068,17426,30.2,42.2,14510,21967,10365,9836,18458,17401,1618,2017,59695,7.40707195,0.466071316332564,59695,30.2,42.2,36.79872686154619,24.306893374654493,49.00577937850741,60.07035765139459,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Jasikan Municipal,37.36407778150249,25.391129275831098,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Kadjebi,District,7.7210325,0.534053201682814,27062,19482,27.2,41.5,21183,21373,14138,13277,21950,20709,1814,2071,73959,7.7210325,0.534053201682814,73959,27.2,41.5,28.898443732338187,28.641544639597615,48.752687299720115,57.679254722210956,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Kadjebi,38.596000909769856,26.870957023096732,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Krachi East Municipal,Municipal,7.69817,0.22447,38222,26542,41.2,41.6,48059,50657,23489,22182,30990,30218,1707,1849,110435,7.69817,0.22447,110435,41.2,41.6,45.87042151491828,43.517906460814054,49.12301353737492,55.42445782587042,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Krachi East Municipal,27.98282721986856,14.10795267069643,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Krachi Nchumuru,District,8.1892008,-0.0866133771431008,28802,17142,47.2,40.8,38203,47974,17598,16392,21445,21370,1324,1805,79934,8.1892008,-0.0866133771431008,79934,47.2,40.8,60.01701403658017,47.793179372982706,49.49958715940651,53.56293942502565,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Krachi Nchumuru,22.53047808910869,7.683041689984474,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Krachi West Municipal,Municipal,7.8,-0.01667,20533,17593,37.4,41.7,25155,15465,11860,11142,18268,17444,1081,1333,61128,7.8,-0.01667,61128,37.4,41.7,25.299371809972516,41.15135453474676,48.94483706321162,58.42167255594818,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Krachi West Municipal,33.78963847731576,20.74333320848115,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Nkwanta North (Kpassa),District,8.4892994,0.3094664,39799,29263,55.2,41.7,69270,92265,28933,28101,32315,33375,1374,1998,126096,8.4892994,0.3094664,126096,55.2,41.7,73.1704415683289,54.9343357441949,50.33783783783784,52.09522903184875,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Nkwanta North (Kpassa),16.08971075953813,0.0,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Oti,Nkwanta South Municipal,Municipal,8.25811615,0.509975335946734,47109,32265,42.8,41.8,60865,71074,29048,27514,36847,37565,2248,2714,135936,8.25811615,0.509975335946734,135936,42.8,41.8,52.28489877589454,44.774746939736346,49.8712629472693,54.74046610169492,73.0,97.4,47.9,49.6,67.1,32.3,23.6,15.9,23.2,70.3,5.2,19.2,24.1,51.8,48.9,40.8,76.8,Nkwanta South Municipal,25.943223850136306,11.75297935809145,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Savannah,Bole,District,8.69166865,-2.17855621492469,27779,44167,37.2,44.8,56513,22652,22281,21573,36043,32286,1579,2038,115800,8.69166865,-2.17855621492469,115800,37.2,44.8,19.561312607944732,48.80224525043178,48.270293609671846,59.006044905008636,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,Bole,33.76689590312026,24.81147488676195,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Savannah,Central Gonja,District,8.93715119999999,-1.10983922943129,24193,52626,61.8,46.6,81261,65926,33708,32235,36113,37012,1814,1880,142762,8.93715119999999,-1.10983922943129,142762,61.8,46.6,46.17895518415265,56.9206091256777,49.82208150628318,51.22161359465404,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,Central Gonja,20.436659821759992,8.474618838916104,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Savannah,East Gonja Municipal,Municipal,8.347473,-0.7895018232454,31564,37727,38.8,43.1,60387,34704,24863,23601,33657,32157,1679,1798,117755,8.347473,-0.7895018232454,117755,38.8,43.1,29.471360027175063,51.28189885779797,48.877754660099356,55.89062035582353,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,East Gonja Municipal,30.677110516016885,21.290198293333138,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Savannah,North East Gonja,District,8.98787705,-0.403868101269744,8662,12137,60.4,45.6,23615,23207,9616,8989,9775,9966,526,532,39404,8.98787705,-0.403868101269744,39404,60.4,45.6,58.895036036950565,59.93046391229316,49.454370114709164,50.09897472337834,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,North East Gonja,17.308109156451387,5.103658271736288,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Savannah,North Gonja,District,8.98787705,-0.403868101269744,12152,21266,58.4,47.2,36888,36681,14200,13825,15763,15868,801,986,61443,8.98787705,-0.403868101269744,61443,58.4,47.2,59.69923343586739,60.03613104828865,49.93083020034829,51.480233712546585,116.0,95.1,38.1,43.7,70.6,46.9,16.6,14.2,18.5,72.0,5.8,17.5,57.8,43.2,31.8,30.9,81.5,North Gonja,17.570385530672226,5.522491618541913,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
